experiment_dir,suite,engine,node_count,replica_count,model,model_label,threads,threads_batch,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,category,prompt_id,successful_runs,total_throughput_output_tok_s_mean,ttft_s_mean_across_replicas,tpot_s_mean_across_replicas,goodput_sla_fraction_mean,max_vmhwm_kb
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_concurrency_server,1,3.470030537042052,0.45417055499274284,0.2868709381890674,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_hpc_case_study,1,3.4538101162061348,0.7901667489786632,0.28558954770088296,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_memory_bound_reasoning,1,3.3978080052075477,0.5368611330050044,0.2923924864960035,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_quantisation_evaluation,1,3.323882440143815,0.6561013240134344,0.29805199555891354,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,mandatory_long_transformer_cpu,1,4.15803299774342,0.9016983789624646,0.23528651022865604,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,mandatory_medium_ml_vs_dl,1,4.1690484702511705,1.0597421600250527,0.2334035073698491,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_concurrency,1,4.085774854213416,0.5337797420215793,0.2424725477875203,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_cpu_inference_pipeline,1,4.26334070000589,0.2693490820238367,0.2342783815509779,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_quant_tradeoff,1,3.4150078069174006,0.3072192589752376,0.29270844433848986,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_thread_scaling,1,3.317785539094965,1.5381672359653749,0.29166263618137994,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,mandatory_short_capital_france,1,2.8363369261040203,1.1826464180485345,0.19026339866104536,1.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,short_batching,1,4.447918898765519,0.37431194400414824,0.22364218497610336,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,short_cpu_quantisation,1,3.2513807988026295,1.1827952699968591,0.3006667550552387,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,short_kv_cache,1,4.531882425181261,0.38110095902811736,0.21939207563006252,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n1,llamacpp-optimal,1,1,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,short_threading_definition,1,3.302490825910004,1.8834805840160698,0.29035068679542286,0.0,5239424.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_concurrency_server,1,3.0013255508579957,0.8655685710255057,0.32899062542517954,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_hpc_case_study,1,2.9742513937429575,0.7937628660001792,0.33261303002368586,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_memory_bound_reasoning,1,2.969493105896648,1.1151349199935794,0.33062541137007617,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,long_quantisation_evaluation,1,2.9572148928086106,0.888304173015058,0.33382042341702434,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,long,mandatory_long_transformer_cpu,1,3.18429477144385,1.0916958000161685,0.3079139864329784,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,mandatory_medium_ml_vs_dl,1,3.262587718710656,0.8131000809953548,0.3025127376537902,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_concurrency,1,3.193424819967471,0.6347287819953635,0.31060808473202495,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_cpu_inference_pipeline,1,3.206985287866813,0.9093220009817742,0.30711006206335634,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_quant_tradeoff,1,3.2435328731679025,1.0175785419996828,0.3027177590631154,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,medium,medium_thread_scaling,1,3.30043712403451,0.6967778819962405,0.2998848713147931,0.0,4899584.0
/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/measurements/1258661-track-a1-node-scaling,node-scaling-n16,llamacpp-optimal,16,16,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,46,46,8192,2,turbo3,turbo3,128,short,mandatory_short_capital_france,1,1.9986203940212546,1.2971204519853927,0.3038634746626485,0.0,4899584.0
